activity,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,MQN1,MQN2,MQN3,MQN4,MQN5,MQN6,MQN7,MQN8,MQN9,MQN10,MQN11,MQN12,MQN13,MQN14,MQN15,MQN16,MQN17,MQN18,MQN19,MQN20,MQN21,MQN22,MQN23,MQN24,MQN25,MQN26,MQN27,MQN28,MQN29,MQN30,MQN31,MQN32,MQN33,MQN34,MQN35,MQN36,MQN37,MQN38,MQN39,MQN40,MQN41,MQN42
0,13.65037161990406,13.65037161990406,0.9134361724060432,-4.664726620792888,0.295031884865885,573.734000000002,530.3900000000003,573.3202714760012,224,0,0.3110545678054318,-0.4762629031083714,0.4762629031083714,0.3110545678054318,0.9285714285714286,1.4285714285714286,1.9285714285714288,4.218240328290649e-15,-0.2492229232356057,-2.1322557832856763e-16,-2.7754114433861257,-1.3479001165159488e-16,-2.8516883159320168,5.503278367208382e-16,-1.1087075692927884,1.2191083143818435,2.248884531164559,3024.836646559248,67.50518902053562,63.38288223881919,20.38288223881919,37.16198557620458,32.17184754385528,10.724633948355327,7.485473945984701,7.485473945984701,4.251936035101126,4.251936035101126,2.41944443024546,2.41944443024546,-3.78,6.292035859129331e+16,7.464710100723974,13.464547364854274,8.614145063228369,309.2333446107992,19.520402214688524,20.22374055900924,0.0,5.879988336435371,0.0,11.9386105759037,9.589074368143644,9.967957041894415,0.0,0.0,48.33934966130636,83.87178254382178,48.13738399998997,49.81716772992641,82.78336466702125,11.9386105759037,0.0,15.277770395182792,16.723938624156638,66.9751729922654,19.55270461154818,65.6391478555151,0.0,28.394747309526284,10.046676307088426,0.0,5.879988336435371,0.0,41.4592722293463,32.18077076157632,16.723938624156638,122.55596484897588,54.51224487212112,1.4118420783282006,22.514758973090917,0.0,99.64,214.53413532220372,9.589074368143644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.441682949494517,63.72056439127756,368.5711598844138,0.0,34.57541649414946,-0.9134361724060432,-19.134097828336216,-12.339996973126118,-14.303576597858603,-10.700486317895226,-48.25498248894094,0.0,0.4705882352941176,42,1,8,0,1,1,2,1,3,8,1,8,9,0,1,1,4,6.367600000000007,162.49469999999965,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,3,5,0,42,62,2,0,15,9,0,9,13,8,0,0,0,0,2,3,2,11,2,17,5,0,0,0,4,0,0,0,0,0,0
1,9.013941360475677,9.013941360475677,0.4492604131408078,-4.373086532281904,0.2447883946282242,509.6999999999998,482.4840000000003,509.1595544840008,180,0,0.2324241310318444,-0.4762629031083584,0.4762629031083584,0.2324241310318444,0.8611111111111112,1.4166666666666667,1.9722222222222223,11.189383553522187,-0.1829269929014138,2.9559724795168264e-16,-2.775411297595396,0.2572178828726093,-2.851688299661644,2.3871708142315207,-1.1086506577628397,3.5815783694826315,1.712647200074302,2680.3475505776187,47.96929063567339,44.56638565789146,19.199378819746915,28.59274258099169,23.26359925339142,11.449378819746917,6.614683134086103,7.839428005477692,4.408292338687965,5.42891306484762,2.8038087998867747,3.722367453430468,-3.319999999999998,9379521205328.389,7.83993336109954,10.74494881201322,5.116268301969201,257.21929152920376,10.046676307088426,7.105770073176662,0.0,5.879988336435371,0.0,0.0,0.0,9.967957041894415,22.673571755869474,0.0,48.33934966130636,87.39662787743869,23.46372998892597,41.72870390347327,41.78842749255399,22.673571755869474,0.0,15.277770395182792,5.893957685363079,12.74584980265876,19.55270461154818,88.02153992611811,0.0,50.64855327631427,10.046676307088426,0.0,5.879988336435371,22.673571755869474,29.52066165344259,0.0,5.893957685363079,48.38557226308451,88.02153992611811,1.4118420783282006,44.7685649398789,0.0,47.04,182.1724186552909,0.0,0.0,0.0,22.673571755869474,0.0,0.0,0.0,0.0,9.967957041894415,41.78842749255399,234.9565093680867,0.9572470305305394,7.865484419063512,-2.643644167993335,-6.119157715070709,-5.876115090123774,-9.388662142365764,-9.801673523064366,-12.283321512396142,0.0,0.2,36,1,4,0,1,1,2,3,5,6,1,6,7,0,1,1,6,7.646000000000006,150.61869999999973,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,30,0,0,0,0,2,0,0,3,1,0,36,34,0,0,20,14,0,7,5,4,0,0,0,0,0,1,0,1,4,25,5,0,0,2,4,0,0,0,0,0,0
1,14.023652989836211,14.023652989836211,0.1763871239624297,-6.343982084684193,0.2943326241172569,464.4809999999999,448.3530000000002,464.0460408520004,162,0,0.2932948870746814,-0.5042239828089694,0.5042239828089694,0.2932948870746814,1.4516129032258065,2.225806451612903,2.967741935483871,12.980016015677323,-0.1858748429342308,0.4795338386158256,-2.467053491867526,0.6251551680506028,-2.640622589310308,3.063809045461578,-0.9981421314416088,3.444848137284417,2.042338109283857,1947.5907082592848,36.14338170096983,30.4630889961746,16.09608215803005,21.330581670026604,15.434758522907629,9.927608256208307,5.414069703285385,8.115119852441579,3.492051860166309,5.831345141205744,2.184126713621482,4.087415059400644,-3.29,5303787259.105821,9.060758752733552,7.756382327800432,3.894723035080542,202.03341475144796,15.5274297355028,6.017892468349645,18.042424224735345,15.930470882759089,8.549785589148831,0.0,14.908855452837392,13.401775505276143,4.305215991296234,0.0,17.379204585598032,18.78826851032205,38.89108585199046,29.630725051612345,47.58496490797395,48.30282214930208,2.8623993144652684,9.289194512243444,0.0,23.65922574652618,11.80667303760432,46.36883051474534,0.0,11.49902366656781,5.309813353288376,10.818944754522896,11.49902366656781,11.336785877934735,54.13225012408683,14.817828337479405,10.114318268765572,30.56571103287161,41.14999572149754,1.4118420783282006,10.216620634085364,0.0,162.97,129.41399800815935,23.32665243716633,0.0,11.336785877934735,0.0,0.0,0.0,0.0,0.0,15.201594903161634,22.094102623006325,155.380661272609,0.1763871239624297,25.724547463699555,18.492862456085877,-2.2560447996420536,-3.9774963561814554,-12.374152434383506,-8.433983040785442,-4.3054662673469055,-6.343982084684193,0.2222222222222222,31,3,11,0,1,1,2,1,3,9,3,13,7,0,1,1,4,2.4075,111.58950000000002,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,18,0,0,0,0,2,0,2,2,7,0,31,25,4,0,13,8,0,7,19,11,0,0,1,1,5,2,3,1,2,14,4,0,0,2,2,0,0,0,0,2,1
1,8.819547637500214,8.819547637500214,0.5620915270663289,-4.659383384017693,0.2989957923679349,449.5549999999996,418.3070000000002,449.24268985200086,174,0,0.2375200456284833,-0.4765489846113456,0.4765489846113456,0.2375200456284833,1.0909090909090908,1.696969696969697,2.303030303030303,10.113255715851556,-0.1835839840194906,-5.607548071502763e-17,-2.795176900671886,2.81940693954417e-18,-2.844648215486463,1.1035263232741133,-1.1251359945091282,3.178428392883648,2.189930902097668,2276.492922659316,50.00518902053563,46.96081284889138,15.96081284889138,28.61909235739114,23.720388411561405,8.562251044133806,5.533491681975344,5.533491681975344,3.536844829967662,3.536844829967662,2.209604446753457,2.209604446753457,-2.879999999999999,5024485024540.757,6.212275128239354,11.82908073177167,6.340441936350215,237.42480757140893,20.465743949176016,7.105770073176662,2.8236841566564013,8.742387650900639,0.0,0.0,0.0,20.91419973670091,0.0,0.0,48.33934966130636,49.1333547413771,39.19896646989832,38.98718679113282,57.89357860576328,0.0,0.0,26.224013089989285,5.893957685363079,32.11249407262003,19.55270461154818,65.6391478555151,0.0,28.394747309526284,20.99291900189492,0.0,5.879988336435371,0.0,39.93972929553019,12.99371936863189,5.893957685363079,65.88540014780791,54.51224487212112,7.097925549449871,22.514758973090917,0.0,111.56,167.8491075826676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.387024683982013,47.474510963675655,261.44639397244066,0.0,7.490990745816231,6.687362722930626,-8.489508376996366,-6.286122928073815,-10.840867638370796,-14.974827834325566,-19.61675399675436,0.0,0.36,33,5,8,0,1,1,2,1,3,8,5,8,12,0,1,1,4,3.536700000000001,125.86210000000004,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,2,3,3,0,33,43,0,0,15,9,0,12,11,8,0,0,0,0,0,3,2,4,2,17,5,0,0,0,4,0,0,0,0,0,0
0,16.26928795806237,16.26928795806237,0.1421479352968786,-5.969047430343429,0.4563272246110119,654.6060000000016,614.2860000000001,653.2212814800013,230,0,0.2807848386211556,-0.3490205970285948,0.3490205970285948,0.2807848386211556,1.4883720930232558,2.3488372093023258,3.116279069767442,10.08575007011662,-0.2492387116951224,6.162975822039155e-33,-2.723385118376721,6.501561331616011e-17,-2.8773889137699253,1.0516625347286288e-15,-1.1333379556838308,1.5471707041438585,1.7670714381657338,3226.588722485189,65.30651840778637,60.65527390282833,22.241270441943037,36.33272152919001,31.373290960109703,12.363613748203278,9.00705418399109,9.758192926123751,6.578145426508612,7.1519643649642815,4.81092276177467,5.285616916535672,-2.7299999999999995,5.368909317226629e+18,8.344183304405158,9.88713201406148,4.035007458661247,315.8529396289458,20.29553454547532,12.03578493669929,2.8236841566564013,18.9705447099059,11.81822566490867,0.0,28.920293967716468,0.0,0.0,0.0,45.54447763054487,77.03385431003875,76.93125113953229,20.092463597538497,77.77103343207729,50.12751254815419,1.4311996572326342,24.986545816069064,17.681873056089238,82.58897700907657,19.969546268914137,39.90942687140332,0.0,0.0,5.309813353288376,0.0,0.0,15.929943897949348,93.59753470266556,25.49339940734489,17.681873056089238,108.37131273486288,28.78252388800933,2.8236841566564013,16.476029462150326,0.0,118.21,214.356934401528,15.1194276400304,14.383611552215466,4.977003270229252,0.0,0.0,0.0,0.0,0.0,21.03875208905656,44.59038570595685,357.1887293712836,2.849276927938141,43.70055281231718,1.5937539660826434,-11.254841266836742,-32.20044199939923,-21.646196373814377,-19.37007692200693,-34.69408984889779,0.0,0.59375,43,3,10,1,4,5,1,1,2,6,3,11,11,0,3,3,7,3.192800000000001,164.15819999999968,0,1,0,0,0,1,1,0,0,0,3,3,0,0,0,3,2,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,1,0,0,0,1,4,4,1,43,53,3,0,27,6,0,11,15,10,0,0,0,0,4,1,2,8,1,16,11,0,0,3,4,0,0,0,0,10,6
1,15.157695986005866,15.157695986005866,0.0312916246745618,-5.921111449911049,0.1888540246144064,551.631000000001,530.4630000000002,551.1415959120006,196,0,0.2682370298741451,-0.3836815491350624,0.3836815491350624,0.2682370298741451,0.7560975609756098,1.2926829268292683,1.804878048780488,12.5528181931177,-0.1405410980355313,0.6033166000509185,-2.2649544141592943,0.6716311949225479,-2.499085074369495,3.123062657874492,-0.717424130093641,3.5899097090081544,2.0020842760359674,3162.20672210518,46.673879226817306,40.96081284889138,20.777309429819105,28.80375420126672,21.403313237400063,12.501735779700834,7.967995260770047,9.69152460256034,5.539178899327634,7.105075518233094,3.7758215506528345,5.124020466583648,-5.699999999999998,11736812766101.93,11.052028506875237,9.799558136598918,4.388576407667811,265.7297004038282,5.719716975726273,5.835619785757269,4.235526234984602,0.0,10.023291153407584,0.0,5.402308355073566,12.390202892566048,10.523783109476971,0.0,48.33934966130636,82.67799304342094,16.335899920626588,63.86788453079285,37.32697723037749,37.66476080332696,15.926091464550538,3.972405908237111,5.719716975726273,4.895483475517775,0.0,125.45389121303032,0.0,34.39224859237253,5.719716975726273,0.0,0.0,0.0,18.22582267832332,10.023291153407584,28.064534090135083,41.364008486154965,113.65902021345713,4.235526234984602,44.0596558309501,0.0,136.52,195.98765843438932,16.00681733415785,8.417796984328938,3.972405908237111,0.0,0.0,12.138442625584547,0.0,0.0,5.402308355073566,23.426146021367675,209.74180575273508,0.0,-1.5608867743608006,20.527220181963084,-8.92425448587998,-1.184457737803281,-17.094982153409717,0.0,0.0,-5.921111449911049,0.0,41,3,7,0,0,0,5,1,6,6,2,8,5,0,0,0,6,6.392930000000006,159.78789999999975,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,1,0,4,1,2,0,41,29,3,2,17,16,0,5,9,7,0,0,0,0,4,3,2,1,0,31,0,0,0,1,5,0,0,0,0,4,2
0,13.038164210128494,13.038164210128494,0.2738757291079277,-1.8091742252456533,0.3787993700861365,296.3339999999997,280.206,296.13855913200047,112,0,0.3231791242099324,-0.3836810585471525,0.3836810585471525,0.3231791242099324,1.0454545454545454,1.5454545454545454,1.9545454545454544,11.189856785198652,-0.1419153750962639,0.3785787460427187,-2.340887440016688,0.4061437311086192,-2.5042931827519777,2.3350015888554063,-0.7181671467676457,2.849373227405674,2.794355725765317,1248.592346442843,29.38386867697599,26.591529863463613,10.591529863463611,17.55763084781188,13.070687291231431,5.492978527231764,3.600608174584951,3.600608174584951,2.085714283917444,2.085714283917444,1.219402387854981,1.219402387854981,-3.35,73870000.9204921,4.571399613273036,6.400043327698007,3.825397329793695,149.83903458915736,22.059060658029296,11.67123957151454,11.294736626625603,0.0,0.0,6.031114512338072,10.804616710147132,4.794537184071822,0.0,0.0,24.16967483065318,24.16967483065318,22.50167553276112,10.96606844936176,27.05534226005918,29.07712663321973,10.804616710147132,0.0,11.439433951452546,0.0,10.619626706576751,59.46625264470035,0.0,0.0,22.059060658029296,16.169309733438947,0.0,0.0,17.70235408385261,0.0,10.804616710147132,22.09297143275575,48.33934966130636,11.294736626625603,0.0,0.0,140.87,88.54337927792008,4.794537184071822,0.0,22.059060658029296,0.0,0.0,0.0,0.0,0.0,10.804616710147132,22.26080507598736,123.97040266793944,0.0,13.038164210128494,5.087522405665235,-4.31412519524255,-1.9309358347095609,-9.851028253781056,0.0,0.0,0.0,0.0,22,8,7,0,0,0,2,0,2,3,6,7,4,0,0,0,2,1.89874,87.5576,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,6,0,1,0,22,24,3,0,6,6,0,4,8,7,0,0,0,0,1,2,7,0,0,12,0,0,0,0,2,0,0,0,0,0,0
1,15.350254230908432,15.350254230908432,0.318317843496007,-6.047125301169452,0.0513157996025629,719.7910000000018,679.4710000000002,719.2825210400011,270,0,0.4159098711345591,-0.488917039178471,0.488917039178471,0.4159098711345591,1.02,1.74,2.38,11.158299323883307,-0.1897276013970251,1.725448775234838e-16,-2.6782832501857734,0.048795881193684,-2.8474195540637024,1.454601182621462,-1.0869662678569232,0.7091242049582248,2.7490140013454987,3300.1481009264858,71.4168843928661,63.60830552131048,24.42480210223821,39.95864952232359,31.49978459036853,12.896931620796728,7.751141911030698,8.546088532561546,4.476027156353174,5.1286330065885455,2.547843321171094,2.960045849357088,-5.23,7.346412461422268e+21,11.39202666161812,19.08566308345996,12.661498841062864,346.6077733522563,43.13526729413237,33.18585863790553,23.6737569705504,17.721539188054518,5.907179729351506,6.176298517443475,24.58045709136085,4.9839785209472085,13.17124514302446,11.336785877934735,24.16967483065318,73.65806200501001,37.216489091181394,26.12482983425029,92.36851782365838,40.9250593640846,5.402308355073566,26.223231934100717,17.15915092717882,62.65358567205559,12.99371936863189,81.56633745373247,0.0,5.749511833283905,43.13526729413237,13.17124514302446,5.749511833283905,11.336785877934735,59.60175631242824,27.11889531257523,5.402308355073566,104.12703045994836,59.86835928178871,15.530262861610208,0.0,0.0,240.43,230.9498321541862,26.872595179678765,9.589074368143644,11.336785877934735,0.0,0.0,0.0,0.0,0.0,10.386286876020774,55.906848275836,379.0759840366243,-0.318317843496007,61.89901134883461,-6.851848845476443,-10.137777546013336,-16.973591049573987,-33.124001241952826,-34.16439061550527,-13.73840157677444,0.0,0.375,50,11,14,0,0,0,2,1,3,9,8,18,20,0,0,0,3,2.0591700000000053,179.65119999999976,0,0,0,0,0,1,0,0,0,0,4,4,0,0,0,1,5,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,32,3,0,0,0,1,0,8,1,5,0,50,70,5,0,9,8,0,20,19,14,0,0,0,0,7,2,12,12,2,15,0,0,0,1,2,0,0,0,0,0,0
0,15.219978011406578,15.219978011406578,1.258431398347525,-5.38428289923127,0.5898847416383518,462.5939999999996,428.3220000000002,462.2630909480009,180,0,0.2455790042366706,-0.3433906507304741,0.3433906507304741,0.2455790042366706,1.1176470588235294,1.7941176470588236,2.411764705882353,3.0059643059392845e-15,-0.2467813751767744,-4.998546147139892e-17,-2.6469965783006386,-5.75691652280901e-17,-2.8270388249004244,4.449414608037551e-16,-1.0688916400873212,3.303285609467184,2.317410029280153,2382.8813362183523,53.969655114602894,50.51359925339142,16.513599253391423,29.913030787576965,25.71647440194548,8.874833615445604,5.954312075225282,5.954312075225282,3.9312472178226416,3.9312472178226416,2.496573754654217,2.496573754654217,-3.189999999999999,17831677797330.586,5.954265030367019,10.824578771921084,5.144716576785436,248.78812015803103,20.829349790715604,13.447627015027493,2.8236841566564013,17.721539188054518,0.0,0.0,14.383611552215466,0.0,0.0,0.0,60.42418707663295,56.81924650761881,27.95002936707316,32.597163279252584,61.11265302847694,17.721539188054518,0.0,20.829349790715604,0.0,68.8059789656908,6.975826900282246,71.55109006002695,0.0,0.0,15.929440059865126,0.0,0.0,0.0,53.66884569258581,14.383611552215466,0.0,98.35482731696294,60.42418707663295,4.235526234984602,0.0,0.0,90.54,185.88378490477015,8.906812852582483,9.589074368143644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.61676580775078,287.4851779093947,0.0,42.998426022807664,-4.261004234619891,-3.5253716667192774,-9.69198503169578,-39.976514317587664,-25.304932813177988,-8.723795868401707,0.0,0.4444444444444444,34,3,7,0,2,2,2,0,2,4,3,7,9,0,2,2,4,2.5284000000000004,130.8291,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,3,1,3,0,34,45,3,0,17,6,0,9,10,7,0,0,0,0,3,0,5,4,0,14,8,0,0,1,2,1,0,0,0,2,1
1,15.59169324931161,15.59169324931161,0.7883545854502507,-6.390418073578841,0.0390032285283795,648.9190000000024,592.4710000000002,648.4145232720015,254,0,0.2427255022135855,-0.4936009422273033,0.4936009422273033,0.2427255022135855,1.0888888888888888,1.8,2.4444444444444446,1.3705609561227454e-17,-0.1897320614288934,-2.466302903811865e-16,-2.8265402681310663,-2.423509172845373e-16,-2.878903822063313,-2.2273926741579914e-16,-1.1331877070906438,0.6439245768387742,3.6532018754584654,3302.0059068926016,81.93627491978329,77.61895021631898,22.435446797246705,43.80618951332578,38.23562428535473,11.3162747348552,6.554212241680141,6.758336386912073,3.674963783561037,3.777025856177003,2.105676241294992,2.1567072776029748,-3.03,6.331703716408704e+28,7.192233135885862,22.471363465844384,16.201819266137537,352.5695837898795,43.13526729413237,24.55646425632818,15.84244911704124,17.721539188054518,0.0,0.0,19.78591990728903,0.0,12.53269603815698,0.0,12.08483741532659,118.71602166212128,60.49130161862335,25.26873714977765,94.96411383911538,36.21378979495533,6.526107528105754,21.239253413153502,23.053108612541894,100.90170112233088,31.754521181014283,29.733126322350174,0.0,5.749511833283905,43.13526729413237,0.0,5.749511833283905,12.53269603815698,74.61309151589374,20.756536453544847,11.296266040436644,142.35192677913906,24.16967483065318,15.530262861610208,0.0,0.0,210.47,248.64501227963007,7.536054296412263,9.589074368143644,0.0,0.0,0.0,0.0,0.0,0.0,10.139171308873614,74.22592139379165,474.6200107065196,-0.7883545854502507,45.836787052433934,-5.539931822282437,-9.970604343844755,-21.44022638579801,-26.13288231841485,-69.0899036896704,-19.99489461349311,0.0,0.6875,45,11,12,1,0,1,1,0,1,8,9,13,25,1,0,1,2,1.7035700000000051,182.20569999999955,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,3,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,1,0,8,0,4,0,45,86,4,0,9,3,0,25,16,12,0,0,0,0,3,3,11,16,0,6,6,0,0,0,2,0,0,0,0,0,0
